name;prize;penalty
Protein2547;5;100
Protein17151;5;100
Protein17150;5;100
Protein15914;5;100
Protein2546;5;100
Protein17028;5;100
Protein2707;5;100
SmallMolecule123;5;100
SmallMolecule124;5;100
Protein2540;5;100
Protein17137;5;100
Protein17136;5;100
Protein17135;5;100
Protein17134;5;100
Protein17133;5;100
Protein2543;5;100
Protein17131;5;100
Protein17130;5;100
Protein17045;5;100
Protein2542;5;100
Protein17139;5;100
Protein17138;5;100
Protein17032;5;100
Protein16720;5;100
Dna309;5;100
Protein17085;5;100
Protein7286;5;100
Protein2732;5;100
Protein2466;5;100
Protein2467;5;100
Protein2465;5;100
Protein17081;5;100
SmallMolecule721;5;100
Protein2534;5;100
SmallMolecule138;5;100
Protein1751;5;100
Protein1750;5;100
Protein1753;5;100
Protein2535;5;100
Protein17084;5;100
Protein17087;5;100
Protein2730;5;100
Protein2733;5;100
Protein17102;5;100
Protein17103;5;100
Protein17100;5;100
Protein2731;5;100
Protein17106;5;100
Protein17107;5;100
Protein17104;5;100
PhysicalEntity1244;5;100
Protein1491;5;100
Protein2736;5;100
Protein17108;5;100
Protein17109;5;100
Protein7299;5;100
Protein2737;5;100
Protein2734;5;100
Protein2735;5;100
Protein1748;5;100
Protein1749;5;100
Protein17110;5;100
Protein1742;5;100
Protein1743;5;100
Protein1740;5;100
Protein1741;5;100
Protein1746;5;100
Protein1747;5;100
Protein1744;5;100
Protein1745;5;100
Protein2545;5;100
Protein17037;5;100
Protein17034;5;100
Protein17035;5;100
Protein2541;5;100
Protein17033;5;100
Protein17030;5;100
Protein17031;5;100
Dna308;5;100
Protein2524;5;100
Protein2709;5;100
Protein2708;5;100
Protein2549;5;100
Protein2548;5;100
Protein17038;5;100
Protein17039;5;100
Protein17054;5;100
Protein17055;5;100
Protein17056;5;100
Protein17057;5;100
Protein17050;5;100
Protein17051;5;100
Protein17052;5;100
Protein17053;5;100
Protein7280;5;100
Protein1752;5;100
Protein17058;5;100
Protein17059;5;100
Protein15492;5;100
Protein1739;5;100
Protein7269;5;100
Protein7268;5;100
Protein15380;5;100
SmallMolecule362;5;100
Protein15095;5;100
SmallMolecule1223;5;100
Protein7266;5;100
SmallMolecule363;5;100
Protein8965;5;100
Protein17090;5;100
Protein8967;5;100
Protein8966;5;100
SmallMolecule357;5;100
Protein1567;5;100
Protein17091;5;100
Protein2550;5;100
Protein2551;5;100
Protein1489;5;100
Protein8968;5;100
Protein1730;5;100
Protein2710;5;100
Protein2527;5;100
Protein2712;5;100
Protein2713;5;100
Protein2714;5;100
Protein2522;5;100
Protein2716;5;100
Protein2526;5;100
Protein17029;5;100
Protein2719;5;100
Protein2525;5;100
Dna311;5;100
Dna310;5;100
Protein17047;5;100
Protein17046;5;100
Protein887;5;100
Protein17044;5;100
Protein17043;5;100
Protein17042;5;100
Protein17041;5;100
Protein17040;5;100
Protein2523;5;100
Protein17036;5;100
Protein17049;5;100
Protein17048;5;100
Protein7278;5;100
Protein8929;5;100
Protein17101;5;100
Protein1565;5;100
Protein1722;5;100
Protein1810;5;100
Protein7270;5;100
Protein1490;5;100
Protein2520;5;100
Protein7275;5;100
Dna306;5;100
SmallMolecule364;5;100
Protein1728;5;100
Protein1729;5;100
Protein2529;5;100
Protein2528;5;100
Protein1724;5;100
Protein1725;5;100
Protein1726;5;100
Protein1727;5;100
Protein1720;5;100
Protein1721;5;100
Protein2521;5;100
Protein1723;5;100
Protein2725;5;100
Protein2706;5;100
Protein2727;5;100
Protein17152;5;100
Protein2721;5;100
Protein17118;5;100
Protein2723;5;100
Protein2722;5;100
Protein17115;5;100
Protein17119;5;100
Protein17117;5;100
Protein17116;5;100
Protein2729;5;100
SmallMolecule2735;5;100
Protein17113;5;100
Protein2720;5;100
Protein17072;5;100
Protein17073;5;100
Protein17070;5;100
Protein17071;5;100
Protein15917;5;100
Protein15916;5;100
Protein15915;5;100
Protein1844;5;100
Protein17078;5;100
Protein17079;5;100
Protein2705;5;100
Protein2704;5;100
Protein7187;5;100
Protein17132;5;100
Protein17114;5;100
Protein7180;5;100
Protein17111;5;100
Protein1710;5;100
Protein2738;5;100
Protein2739;5;100
Protein2538;5;100
Protein2539;5;100
Protein1717;5;100
Protein1716;5;100
Protein1719;5;100
Protein1718;5;100
Protein2536;5;100
Protein2537;5;100
Protein2530;5;100
Protein2531;5;100
Protein2532;5;100
Protein2533;5;100
Complex8044;5;100
Protein17069;5;100
Protein1569;5;100
Protein17148;5;100
Protein17112;5;100
Protein1796;5;100
Protein15382;5;100
Dna312;5;100
SmallMolecule3180;5;100
SmallMolecule147;5;100
Protein2855;5;100
Protein17105;5;100
Protein7250;5;100
Protein15381;5;100
Protein17149;5;100
Protein17076;5;100
Protein17077;5;100
Protein5637;5;100
Protein1705;5;100
Protein17074;5;100
Protein2711;5;100
Protein2509;5;100
Protein2508;5;100
Protein17075;5;100
Protein2742;5;100
Protein2741;5;100
Protein2740;5;100
Protein1566;5;100
Protein17086;5;100
Protein17068;5;100
SmallMolecule3179;5;100
SmallMolecule3178;5;100
Protein17140;5;100
PhysicalEntity1243;5;100
Protein12381;5;100
Protein2717;5;100
Protein2702;5;100
Protein2715;5;100
Protein2718;5;100
Protein17092;5;100
Protein17093;5;100
Protein17094;5;100
Protein17095;5;100
Protein17096;5;100
Protein17097;5;100
Protein17098;5;100
Protein17099;5;100
Protein17067;5;100
Protein2724;5;100
Protein8850;5;100
Protein2516;5;100
Protein2517;5;100
Protein2514;5;100
Protein2515;5;100
Protein2512;5;100
Protein2513;5;100
Protein2510;5;100
Protein2511;5;100
Protein631;5;100
Protein2518;5;100
Protein2519;5;100
Protein17146;5;100
Protein17147;5;100
Protein17144;5;100
Protein17145;5;100
Protein17142;5;100
Protein17143;5;100
Protein1564;5;100
Protein17141;5;100
Protein17065;5;100
Protein17064;5;100
Protein1568;5;100
Protein17066;5;100
Protein17061;5;100
Protein17060;5;100
Protein17063;5;100
Protein17062;5;100
Pathway1741;5;100
Pathway1740;5;100
Pathway1742;5;100
Pathway1738;5;100
Pathway1739;5;100
Pathway1734;5;100
Pathway1735;5;100
Pathway1736;5;100
Pathway1737;5;100
Pathway1733;5;100
