name;prize;penalty
Protein1746;1;5
Protein1747;1;5
Protein1744;1;5
Protein1745;1;5
Protein2545;1;5
Protein17037;1;5
Protein17034;1;5
Protein17035;1;5
Protein2541;1;5
Protein17033;1;5
Protein17030;1;5
Protein17031;1;5
Dna308;1;5
Protein2524;1;5
Protein2709;1;5
Protein2708;1;5
Protein2549;1;5
Protein2548;1;5
Protein17038;1;5
Protein17039;1;5
Protein17054;1;5
Protein17055;1;5
Protein17056;1;5
Protein17057;1;5
Protein17050;1;5
Protein17051;1;5
Protein17052;1;5
Protein17053;1;5
Protein7280;1;5
Protein1752;1;5
Protein17058;1;5
Protein17059;1;5
Protein15492;1;5
Protein1739;1;5
Protein7269;1;5
Protein7268;1;5
Protein15380;1;5
SmallMolecule362;1;5
Protein15095;1;5
SmallMolecule1223;1;5
Protein7266;1;5
SmallMolecule363;1;5
Protein8965;1;5
Protein17090;1;5
Protein8967;1;5
Protein8966;1;5
SmallMolecule357;1;5
Protein1567;1;5
Protein17091;1;5
Protein2550;1;5
Protein2551;1;5
Protein1489;1;5
Protein8968;1;5
Protein1730;1;5
Protein2710;1;5
Protein2527;1;5
Protein2712;1;5
Protein2713;1;5
Protein2714;1;5
Protein2522;1;5
Protein2716;1;5
Protein2526;1;5
Protein17029;1;5
Protein2719;1;5
Protein2525;1;5
Dna311;1;5
Dna310;1;5
Protein17047;1;5
Protein17046;1;5
Protein887;1;5
Protein17044;1;5
Protein17043;1;5
Protein17042;1;5
Protein17041;1;5
Protein17040;1;5
Protein2523;1;5
Protein17036;1;5
Protein17049;1;5
Protein17048;1;5
Protein7278;1;5
Protein8929;1;5
Protein17101;1;5
Protein1565;1;5
Protein1722;1;5
Protein1810;1;5
Protein7270;1;5
Protein1490;1;5
Protein2520;1;5
Protein7275;1;5
Dna306;1;5
SmallMolecule364;1;5
Protein1728;1;5
Protein1729;1;5
Protein2529;1;5
Protein2528;1;5
Protein1724;1;5
Protein1725;1;5
Protein1726;1;5
Protein1727;1;5
Protein1720;1;5
Protein1721;1;5
Protein2521;1;5
Protein1723;1;5
Protein2725;1;5
Protein2706;1;5
Protein2727;1;5
Protein17152;1;5
Protein2721;1;5
Protein17118;1;5
Protein2723;1;5
Protein2722;1;5
Protein17115;1;5
Protein17119;1;5
Protein17117;1;5
Protein17116;1;5
Protein2729;1;5
SmallMolecule2735;1;5
Protein17113;1;5
Protein2720;1;5
Protein17072;1;5
Protein17073;1;5
Protein17070;1;5
Protein17071;1;5
Protein15917;1;5
Protein15916;1;5
Protein15915;1;5
Protein1844;1;5
Protein17078;1;5
Protein17079;1;5
Protein2705;1;5
Protein2704;1;5
Protein7187;1;5
Protein17132;1;5
Protein17114;1;5
Protein7180;1;5
Protein17111;1;5
Protein1710;1;5
Protein2738;1;5
Protein2739;1;5
Protein2538;1;5
Protein2539;1;5
Protein1717;1;5
Protein1716;1;5
Protein1719;1;5
Protein1718;1;5
Protein2536;1;5
Protein2537;1;5
Protein2530;1;5
Protein2531;1;5
Protein2532;1;5
Protein2533;1;5
Complex8044;1;5
Protein17069;1;5
Protein1569;1;5
Protein17148;1;5
Protein17112;1;5
Protein1796;1;5
Protein15382;1;5
Dna312;1;5
SmallMolecule3180;1;5
SmallMolecule147;1;5
Protein2855;1;5
Protein17105;1;5
Protein7250;1;5
Protein15381;1;5
Protein17149;1;5
Protein17076;1;5
Protein17077;1;5
Protein5637;1;5
Protein1705;1;5
Protein17074;1;5
Protein2711;1;5
Protein2509;1;5
Protein2508;1;5
Protein17075;1;5
Protein2742;1;5
Protein2741;1;5
Protein2740;1;5
Protein1566;1;5
Protein17086;1;5
Protein17068;1;5
SmallMolecule3179;1;5
SmallMolecule3178;1;5
Protein17140;1;5
PhysicalEntity1243;1;5
Protein12381;1;5
Protein2717;1;5
Protein2702;1;5
Protein2715;1;5
Protein2718;1;5
Protein17092;1;5
Protein17093;1;5
Protein17094;1;5
Protein17095;1;5
Protein17096;1;5
Protein17097;1;5
Protein17098;1;5
Protein17099;1;5
Protein17067;1;5
Protein2724;1;5
Protein8850;1;5
Protein2516;1;5
Protein2517;1;5
Protein2514;1;5
Protein2515;1;5
Protein2512;1;5
Protein2513;1;5
Protein2510;1;5
Protein2511;1;5
Protein631;1;5
Protein2518;1;5
Protein2519;1;5
Protein17146;1;5
Protein17147;1;5
Protein17144;1;5
Protein17145;1;5
Protein17142;1;5
Protein17143;1;5
Protein1564;1;5
Protein17141;1;5
Protein17065;1;5
Protein17064;1;5
Protein1568;1;5
Protein17066;1;5
Protein17061;1;5
Protein17060;1;5
Protein17063;1;5
Protein17062;1;5
Pathway1741;1;5
Pathway1740;1;5
Pathway1742;1;5
Pathway1738;1;5
Pathway1739;1;5
Pathway1734;1;5
Pathway1735;1;5
Pathway1736;1;5
Pathway1737;1;5
Pathway1733;1;5
