name;prize;penalty
Complex1337;5;100
Complex1338;5;100
Complex1339;5;100
Complex134;5;100
Complex1340;5;100
Complex1341;5;100
Complex1342;5;100
Complex1343;5;100
Complex1344;5;100
Complex1345;5;100
Complex1346;5;100
Complex1347;5;100
Complex1348;5;100
Complex1349;5;100
Complex135;5;100
Complex1350;5;100
Complex1351;5;100
Complex1352;5;100
Complex1353;5;100
Complex1354;5;100
Complex1355;5;100
Complex1356;5;100
Complex1357;5;100
Complex1358;5;100
Complex1359;5;100
Complex136;5;100
Complex1360;5;100
Complex1361;5;100
Complex1362;5;100
Complex1363;5;100
Complex1364;5;100
Complex1365;5;100
Complex1366;5;100
Complex1367;5;100
Complex1368;5;100
Complex1369;5;100
Complex137;5;100
Complex1370;5;100
Complex1371;5;100
Complex1372;5;100
Complex1373;5;100
Complex1374;5;100
Complex1375;5;100
Complex1376;5;100
Complex1377;5;100
Complex1378;5;100
Complex1379;5;100
Complex138;5;100
Complex1380;5;100
Complex1381;5;100
Complex1382;5;100
Complex1383;5;100
Complex1384;5;100
Complex1385;5;100
Complex1386;5;100
Complex1387;5;100
Complex1388;5;100
Complex1389;5;100
Complex139;5;100
Complex1390;5;100
Complex1391;5;100
Complex1392;5;100
Complex1393;5;100
Complex1394;5;100
Complex1395;5;100
Complex1396;5;100
Complex1397;5;100
Complex1398;5;100
Complex1399;5;100
Complex14;5;100
Complex140;5;100
Complex1400;5;100
Complex1401;5;100
Complex1402;5;100
Complex1403;5;100
Complex1404;5;100
Complex1405;5;100
Complex1406;5;100
Complex1407;5;100
Complex1408;5;100
Complex1409;5;100
Complex141;5;100
Complex1410;5;100
Complex1411;5;100
Complex1412;5;100
Complex1413;5;100
Complex1414;5;100
Complex1415;5;100
Complex1416;5;100
Complex1417;5;100
Complex1418;5;100
Complex1419;5;100
Complex142;5;100
Complex1420;5;100
Complex1421;5;100
Complex1422;5;100
Complex1423;5;100
Complex1424;5;100
Complex1425;5;100
Complex1426;5;100
Complex1427;5;100
Complex1428;5;100
Complex1429;5;100
Complex143;5;100
Complex1430;5;100
Complex1431;5;100
Complex1432;5;100
Complex1433;5;100
Complex1434;5;100
Complex1435;5;100
Complex1436;5;100
Complex1437;5;100
Complex1438;5;100
Complex1439;5;100
Complex144;5;100
Complex1440;5;100
Complex1441;5;100
Complex1442;5;100
Complex1443;5;100
Complex1444;5;100
Complex1445;5;100
Complex1446;5;100
Complex1447;5;100
Complex1448;5;100
Complex1449;5;100
Complex145;5;100
Complex1450;5;100
Complex1451;5;100
Complex1452;5;100
Complex1453;5;100
Complex1454;5;100
Complex1455;5;100
Complex1456;5;100
Complex1457;5;100
Complex1458;5;100
Complex1459;5;100
Complex146;5;100
Complex1460;5;100
Complex1461;5;100
Complex1462;5;100
Complex1463;5;100
Complex1464;5;100
Complex1465;5;100
Complex1466;5;100
Complex1467;5;100
Complex1468;5;100
Complex1469;5;100
Complex147;5;100
Complex1470;5;100
Complex1471;5;100
Complex1472;5;100
Complex1473;5;100
Complex1474;5;100
Complex1475;5;100
Complex1476;5;100
Complex1477;5;100
Complex1478;5;100
Complex1479;5;100
Complex148;5;100
Complex1480;5;100
Complex1481;5;100
Complex1482;5;100
Complex1483;5;100
Complex1484;5;100
Complex1485;5;100
Complex1486;5;100
Complex1487;5;100
Complex1488;5;100
Complex1489;5;100
Complex149;5;100
Complex1490;5;100
Complex1491;5;100
Complex1492;5;100
Complex1493;5;100
Complex1494;5;100
Complex1495;5;100
Complex1496;5;100
Complex1497;5;100
Complex1498;5;100
Complex1499;5;100
Complex15;5;100
Complex150;5;100
Complex1500;5;100
Complex1501;5;100
Complex1502;5;100
Complex1503;5;100
Complex1504;5;100
Complex1505;5;100
Complex1506;5;100
Complex1507;5;100
Complex1508;5;100
Complex1509;5;100
Complex151;5;100
Complex1510;5;100
Complex1511;5;100
Complex1512;5;100
Complex1513;5;100
Complex1514;5;100
Complex1515;5;100
Complex1516;5;100
Complex1517;5;100
Complex1518;5;100
Complex1519;5;100
Complex152;5;100
Complex1520;5;100
Complex1521;5;100
Complex1522;5;100
Complex1523;5;100
Complex1524;5;100
Complex1526;5;100
Complex1527;5;100
Complex1528;5;100
Complex1529;5;100
Complex153;5;100
Complex1530;5;100
Complex1531;5;100
Complex1532;5;100
Complex1533;5;100
Complex1534;5;100
Complex1535;5;100
Complex1536;5;100
Complex1537;5;100
Complex1538;5;100
Complex1539;5;100
Complex154;5;100
Complex1540;5;100
Complex1541;5;100
Complex1542;5;100
Complex1543;5;100
Complex1544;5;100
Complex1545;5;100
Complex1546;5;100
Complex1547;5;100
Complex1548;5;100
Complex1549;5;100
Complex155;5;100
Complex1550;5;100
Complex1551;5;100
Complex1552;5;100
Complex1553;5;100
Complex1554;5;100
Complex1555;5;100
Complex1556;5;100
Complex1557;5;100
Complex1558;5;100
Complex1559;5;100
Complex156;5;100
Complex1560;5;100
Complex1561;5;100
Complex1562;5;100
Complex1563;5;100
Complex1564;5;100
Complex1565;5;100
Complex1566;5;100
Complex1567;5;100
Complex1568;5;100
Complex1569;5;100
Complex157;5;100
Complex1570;5;100
Complex1571;5;100
Complex1572;5;100
Complex1573;5;100
Complex1574;5;100
Complex1575;5;100
Complex1576;5;100
Complex1577;5;100
Complex1578;5;100
Complex1579;5;100
Complex158;5;100
Complex1580;5;100
Complex1581;5;100
Complex1582;5;100
Complex1583;5;100
Complex1584;5;100
Complex1585;5;100
Complex1586;5;100
Complex1587;5;100
Complex1588;5;100
Complex1589;5;100
Complex159;5;100
Complex1590;5;100
Complex1591;5;100
Complex1592;5;100
Complex1593;5;100
Complex1594;5;100
Complex1595;5;100
Complex1596;5;100
Complex1597;5;100
Complex1598;5;100
Complex1599;5;100
Complex16;5;100
Complex160;5;100
Complex1600;5;100
Complex1601;5;100
Complex1602;5;100
Complex1603;5;100
Complex1604;5;100
Complex1605;5;100
Complex1606;5;100
Complex1607;5;100
Complex1608;5;100
Complex1609;5;100
Complex161;5;100
Complex1610;5;100
Complex1611;5;100
Complex1612;5;100
Complex1613;5;100
Complex1614;5;100
Complex1615;5;100
Complex1616;5;100
Complex1617;5;100
Complex1618;5;100
Complex1619;5;100
Complex162;5;100
Complex1620;5;100
Complex1621;5;100
Complex1622;5;100
Complex1623;5;100
Complex1624;5;100
Complex1625;5;100
Complex1626;5;100
Complex1627;5;100
Complex1628;5;100
Complex1629;5;100
Complex163;5;100
Complex1630;5;100
Complex1631;5;100
Complex1632;5;100
Complex1633;5;100
Complex1634;5;100
Complex1635;5;100
Complex1636;5;100
Complex1637;5;100
Complex1638;5;100
Complex1639;5;100
Complex164;5;100
Complex1640;5;100
Complex1641;5;100
Complex1642;5;100
Complex1643;5;100
Complex1644;5;100
Complex1645;5;100
Complex1646;5;100
Complex1647;5;100
Complex1648;5;100
Complex1649;5;100
Complex165;5;100
Complex1650;5;100
Complex1651;5;100
Complex1652;5;100
Complex1653;5;100
Complex1654;5;100
Complex1655;5;100
Complex1656;5;100
Complex1657;5;100
Complex1658;5;100
Complex1659;5;100
Complex166;5;100
Complex1660;5;100
Complex1661;5;100
Complex1662;5;100
Complex1663;5;100
Complex1664;5;100
Complex1665;5;100
Complex1666;5;100
Complex1667;5;100
Complex1668;5;100
Complex1669;5;100
Complex167;5;100
Complex1670;5;100
Complex1671;5;100
Complex1672;5;100
Complex1673;5;100
Complex1674;5;100
Complex1675;5;100
Complex1676;5;100
Complex1677;5;100
Complex1678;5;100
Complex1679;5;100
Complex168;5;100
Complex1680;5;100
Complex1681;5;100
Complex1682;5;100
Complex1683;5;100
Complex1684;5;100
Complex1685;5;100
Complex1686;5;100
Complex1687;5;100
Complex1688;5;100
Complex1689;5;100
Complex169;5;100
Complex1690;5;100
Complex1691;5;100
Complex1692;5;100
Complex1693;5;100
Complex1694;5;100
Complex1695;5;100
Complex1696;5;100
Complex1697;5;100
Complex1698;5;100
Complex1699;5;100
Complex17;5;100
Complex170;5;100
Complex1700;5;100
Complex1701;5;100
Complex1702;5;100
Complex1703;5;100
Complex1704;5;100
Complex1705;5;100
Complex1706;5;100
Complex1707;5;100
Complex1708;5;100
Complex1709;5;100
Complex171;5;100
Complex1710;5;100
Complex1711;5;100
Complex1712;5;100
Complex1713;5;100
Complex1714;5;100
Complex1715;5;100
Complex1716;5;100
Complex1717;5;100
Complex1718;5;100
Complex1719;5;100
Complex172;5;100
Complex1720;5;100
Complex1721;5;100
Complex1722;5;100
Complex1723;5;100
Complex1724;5;100
Complex1725;5;100
Complex1726;5;100
Complex1727;5;100
Complex1728;5;100
Complex1729;5;100
Complex173;5;100
Complex1730;5;100
Complex1731;5;100
Complex1732;5;100
Complex1733;5;100
Complex1734;5;100
Complex1735;5;100
Complex1736;5;100
Complex1737;5;100
Complex1738;5;100
Complex1739;5;100
Complex174;5;100
Complex1740;5;100
Complex1741;5;100
Complex1742;5;100
Complex1743;5;100
Complex1744;5;100
Complex1745;5;100
Complex1746;5;100
Complex1747;5;100
Complex1748;5;100
Complex1749;5;100
Complex175;5;100
Complex1750;5;100
Complex1751;5;100
Complex1752;5;100
Complex1753;5;100
Complex1754;5;100
Complex1755;5;100
Complex1756;5;100
Complex1757;5;100
Complex1758;5;100
Complex1759;5;100
Complex176;5;100
Complex1760;5;100
Complex1761;5;100
Complex1762;5;100
Complex1763;5;100
Complex1764;5;100
Complex1765;5;100
Complex1766;5;100
Complex1767;5;100
Complex1768;5;100
Complex1769;5;100
Complex177;5;100
Complex1770;5;100
Complex1771;5;100
Complex1772;5;100
Complex1773;5;100
Complex1774;5;100
Complex1775;5;100
Complex1776;5;100
Complex1777;5;100
Complex1778;5;100
Complex1779;5;100
Complex178;5;100
Complex1780;5;100
Complex1781;5;100
Complex1782;5;100
Complex1783;5;100
Complex1784;5;100
Complex1785;5;100
Complex1786;5;100
Complex1787;5;100
Complex1788;5;100
Complex1789;5;100
Complex179;5;100
Complex1790;5;100
Complex1791;5;100
Complex1792;5;100
Complex1793;5;100
Complex1794;5;100
Complex1795;5;100
Complex1796;5;100
Complex1797;5;100
Complex1798;5;100
Complex1799;5;100
Complex18;5;100
Complex180;5;100
Complex1800;5;100
Complex1801;5;100
Complex1802;5;100
Complex1803;5;100
Complex1804;5;100
Complex1805;5;100
Complex1806;5;100
Complex1807;5;100
Complex1808;5;100
Complex1809;5;100
Complex181;5;100
Complex1810;5;100
Complex1811;5;100
Complex1812;5;100
Complex1813;5;100
Complex1814;5;100
Complex1815;5;100
Complex1816;5;100
Complex1817;5;100
Complex1818;5;100
Complex1819;5;100
Complex182;5;100
Complex1820;5;100
Complex1821;5;100
Complex1822;5;100
Complex1823;5;100
Complex1824;5;100
Complex1825;5;100
Complex1826;5;100
Complex1827;5;100
Complex1828;5;100
Complex1829;5;100
Complex183;5;100
Complex1830;5;100
Complex1831;5;100
Complex1832;5;100
Complex1833;5;100
Complex1834;5;100
Complex1835;5;100
Complex1836;5;100
Complex1837;5;100
Complex1838;5;100
Complex1839;5;100
Complex184;5;100
Complex1840;5;100
Complex1841;5;100
Complex1842;5;100
Complex1843;5;100
Complex1844;5;100
Complex1845;5;100
Complex1846;5;100
Complex1847;5;100
Complex1848;5;100
Complex1849;5;100
Complex185;5;100
Complex1850;5;100
Complex1851;5;100
Complex1852;5;100
Complex1853;5;100
Complex1854;5;100
Complex1855;5;100
Complex1856;5;100
Complex1857;5;100
Complex1858;5;100
Complex1859;5;100
Complex186;5;100
Complex1860;5;100
Complex1861;5;100
Complex1862;5;100
Complex1863;5;100
Complex1864;5;100
Complex1865;5;100
Complex1866;5;100
Complex1867;5;100
Complex1868;5;100
Complex1869;5;100
Complex187;5;100
Complex1870;5;100
Complex1871;5;100
Complex1872;5;100
Complex1873;5;100
Complex1874;5;100
Complex1875;5;100
Complex1876;5;100
Complex1877;5;100
Complex1878;5;100
Complex1879;5;100
Complex188;5;100
Complex1880;5;100
Complex1881;5;100
Complex1882;5;100
Complex1883;5;100
Complex1884;5;100
Complex1885;5;100
Complex1886;5;100
Complex1887;5;100
Complex1888;5;100
Complex1889;5;100
Complex189;5;100
Complex1890;5;100
Complex1891;5;100
Complex1892;5;100
Complex1893;5;100
Complex1894;5;100
Complex1895;5;100
Complex1896;5;100
Complex1897;5;100
Complex1898;5;100
Complex1899;5;100
Complex19;5;100
Complex190;5;100
Complex1900;5;100
Complex1901;5;100
Complex1902;5;100
Complex1903;5;100
Complex1904;5;100
Complex1905;5;100
Complex1906;5;100
Complex1907;5;100
Complex1908;5;100
Complex1909;5;100
Complex191;5;100
Complex1910;5;100
Complex1911;5;100
Complex1912;5;100
Complex1913;5;100
Complex1914;5;100
Complex1915;5;100
Complex1916;5;100
Complex1917;5;100
Complex1918;5;100
Complex1919;5;100
Complex192;5;100
Complex1920;5;100
Complex1921;5;100
Complex1922;5;100
Complex1923;5;100
Complex1924;5;100
Complex1925;5;100
Complex1926;5;100
Complex1927;5;100
Complex1928;5;100
Complex1929;5;100
Complex193;5;100
Complex1930;5;100
Complex1931;5;100
Complex1932;5;100
Complex1933;5;100
Complex1934;5;100
Complex1935;5;100
Complex1936;5;100
Complex1937;5;100
Complex1938;5;100
Complex1939;5;100
Complex194;5;100
Complex1940;5;100
Complex1941;5;100
Complex1942;5;100
Complex1943;5;100
Complex1944;5;100
Complex1945;5;100
Complex1946;5;100
Complex1947;5;100
Complex1948;5;100
Complex1949;5;100
Complex195;5;100
Complex1950;5;100
Complex1951;5;100
Complex1952;5;100
Complex1953;5;100
Complex1954;5;100
Complex1955;5;100
Complex1956;5;100
Complex1957;5;100
Complex1958;5;100
Complex1959;5;100
Complex196;5;100
Complex1960;5;100
Complex1961;5;100
Complex1962;5;100
Complex1963;5;100
Complex1964;5;100
Complex1965;5;100
Complex1966;5;100
Complex1967;5;100
Complex1968;5;100
Complex1969;5;100
Complex197;5;100
Complex1970;5;100
Complex1971;5;100
Complex1972;5;100
Complex1973;5;100
Complex1974;5;100
Complex1975;5;100
Complex1976;5;100
Complex1977;5;100
Complex1978;5;100
Complex1979;5;100
Complex198;5;100
Complex1980;5;100
Complex1981;5;100
Complex1982;5;100
Complex1983;5;100
Complex1984;5;100
Complex1985;5;100
Complex1986;5;100
Complex1987;5;100
Complex1988;5;100
Complex1989;5;100
Complex199;5;100
Complex1990;5;100
Complex1991;5;100
Complex1992;5;100
Complex1993;5;100
Complex1994;5;100
Complex1995;5;100
Complex1996;5;100
Complex1997;5;100
Complex1998;5;100
Complex1999;5;100
Complex2;5;100
Complex20;5;100
Complex200;5;100
Complex2000;5;100
Complex2001;5;100
Complex2002;5;100
Complex2003;5;100
Complex2004;5;100
Complex2005;5;100
Complex2006;5;100
Complex2007;5;100
Complex2008;5;100
Complex2009;5;100
Complex201;5;100
Complex2010;5;100
Complex2011;5;100
Complex2012;5;100
Complex2013;5;100
Complex2014;5;100
Complex2015;5;100
Complex2016;5;100
Complex2017;5;100
Complex2018;5;100
Complex2019;5;100
Complex202;5;100
Complex2020;5;100
Complex2021;5;100
Complex2022;5;100
Complex2023;5;100
Complex2024;5;100
Complex2025;5;100
Complex2026;5;100
Complex2027;5;100
Complex2028;5;100
Complex2029;5;100
Complex203;5;100
Complex2030;5;100
Complex2031;5;100
Complex2032;5;100
Complex2033;5;100
Complex2034;5;100
Complex2035;5;100
Complex2036;5;100
Complex2037;5;100
Complex2038;5;100
Complex2039;5;100
Complex204;5;100
Complex2040;5;100
Complex2041;5;100
Complex2042;5;100
Complex2043;5;100
Complex2044;5;100
Complex2045;5;100
Complex2046;5;100
Complex2047;5;100
Complex2048;5;100
Complex2049;5;100
Complex205;5;100
Complex2050;5;100
Complex2051;5;100
Complex2052;5;100
Complex2053;5;100
Complex2054;5;100
Complex2055;5;100
Complex2056;5;100
Complex2057;5;100
Complex2058;5;100
Complex2059;5;100
Complex206;5;100
Complex2060;5;100
Complex2061;5;100
Complex2062;5;100
Complex2063;5;100
Complex2064;5;100
Complex2065;5;100
Complex2066;5;100
Complex2067;5;100
Complex2068;5;100
Complex2069;5;100
Complex207;5;100
Complex2070;5;100
Complex2071;5;100
Complex2072;5;100
Complex2073;5;100
Complex2074;5;100
Complex2075;5;100
Complex2076;5;100
Complex2077;5;100
Complex2078;5;100
Complex2079;5;100
Complex208;5;100
Complex2080;5;100
Complex2081;5;100
Complex2082;5;100
Complex2083;5;100
Complex2084;5;100
Complex2085;5;100
Complex2086;5;100
Complex2087;5;100
Complex2088;5;100
Complex2089;5;100
Complex209;5;100
Complex2090;5;100
Complex2091;5;100
Complex2092;5;100
Complex2093;5;100
Complex2094;5;100
Complex2095;5;100
Complex2096;5;100
Complex2097;5;100
Complex2098;5;100
Complex2099;5;100
Complex21;5;100
Complex210;5;100
Complex2100;5;100
Complex2101;5;100
Complex2102;5;100
Complex2103;5;100
Complex2104;5;100
Complex2105;5;100
Complex2106;5;100
Complex2107;5;100
Complex2108;5;100
Complex2109;5;100
Complex211;5;100
Complex2110;5;100
Complex2111;5;100
Complex2112;5;100
Complex2113;5;100
Complex2114;5;100
Complex2115;5;100
Complex2116;5;100
Complex2117;5;100
Complex2118;5;100
Complex2119;5;100
Complex212;5;100
Complex2120;5;100
Complex2121;5;100
Complex2122;5;100
Complex2123;5;100
Complex2124;5;100
Complex2125;5;100
Complex2126;5;100
Complex2127;5;100
Complex2128;5;100
Complex2129;5;100
Complex213;5;100
Complex2130;5;100
Complex2131;5;100
Complex2132;5;100
Complex2133;5;100
Complex2134;5;100
Complex2135;5;100
Complex2136;5;100
Complex2137;5;100
Complex2138;5;100
Complex2139;5;100
Complex214;5;100
Complex2140;5;100
Complex2141;5;100
Complex2142;5;100
Complex2143;5;100
Complex2144;5;100
Complex2145;5;100
Complex2146;5;100
Complex2147;5;100
Complex2148;5;100
Complex2149;5;100
Complex215;5;100
Complex2150;5;100
Complex2151;5;100
Complex2152;5;100
Complex2153;5;100
Complex2154;5;100
Complex2155;5;100
Complex2156;5;100
Complex2157;5;100
Complex2158;5;100
Complex2159;5;100
Complex216;5;100
Complex2160;5;100
Complex2161;5;100
Complex2162;5;100
Complex2163;5;100
Complex2164;5;100
Complex2165;5;100
Complex2166;5;100
Complex2167;5;100
Complex2168;5;100
Complex2169;5;100
Complex217;5;100
Complex2170;5;100
Complex2171;5;100
Complex2172;5;100
Complex2173;5;100
Complex2174;5;100
Complex2175;5;100
Complex2176;5;100
Complex2177;5;100
Complex2178;5;100
Complex2179;5;100
Complex218;5;100
Complex2180;5;100
Complex2181;5;100
Complex2182;5;100
Complex2183;5;100
Complex2184;5;100
Complex2185;5;100
Complex2186;5;100
Complex2187;5;100
Complex2188;5;100
Complex2189;5;100
Complex219;5;100
Complex2190;5;100
Complex2191;5;100
Complex2192;5;100
Complex2193;5;100
Complex2194;5;100
Complex2195;5;100
Complex2196;5;100
Complex2197;5;100
Complex2198;5;100
Complex2199;5;100
Complex22;5;100
Complex220;5;100
Complex2200;5;100
Complex2201;5;100
Complex2202;5;100
Complex2203;5;100
Complex2204;5;100
Complex2205;5;100
Complex2206;5;100
Complex2207;5;100
Complex2208;5;100
Complex2209;5;100
Complex221;5;100
Complex2210;5;100
Complex2211;5;100
Complex2212;5;100
Complex2213;5;100
Complex2214;5;100
Complex2215;5;100
Complex2216;5;100
Complex2217;5;100
Complex2218;5;100
Complex2219;5;100
Complex222;5;100
Complex2220;5;100
Complex2221;5;100
Complex2222;5;100
Complex2223;5;100
Complex2224;5;100
Complex2225;5;100
Complex2226;5;100
Complex2227;5;100
Complex2228;5;100
Complex2229;5;100
Complex223;5;100
Complex2230;5;100
Complex2231;5;100
Complex2232;5;100
Complex2233;5;100
Complex2234;5;100
Complex2235;5;100
Complex2236;5;100
Complex2237;5;100
Complex2238;5;100
Complex2239;5;100
Complex224;5;100
Complex2240;5;100
Complex2241;5;100
Complex2242;5;100
Complex2243;5;100
Complex2244;5;100
Complex2245;5;100
Complex2246;5;100
Complex2247;5;100
Complex2248;5;100
Complex2249;5;100
Complex225;5;100
Complex2250;5;100
Complex2251;5;100
Complex2252;5;100
Complex2253;5;100
Complex2254;5;100
Complex2255;5;100
Complex2256;5;100
Complex2257;5;100
Complex2258;5;100
Complex2259;5;100
Complex226;5;100
Complex2260;5;100
Complex2261;5;100
Complex2262;5;100
Complex2263;5;100
Complex2264;5;100
Complex2265;5;100
Complex2266;5;100
Complex2267;5;100
Complex2268;5;100
Complex2269;5;100
Complex227;5;100
